secondaryImgUrls/0,secondaryImgUrls/1,ownerPhone,ownerAddress,kind,ownerEmail,description,ownerFacebook,primaryImgUrl,price/electric,price/room,price/water,price/others,isAvailable,roomId,area,ownerName,ownerId,roomName,coordinate,location,secondaryImgUrls/2,secondaryImgUrls/3
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HJOHvRsAWlzWEbzHM8Px/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HJOHvRsAWlzWEbzHM8Px/2.png,888-545-3118x934,"8161 Vasquez Bypass Suite 168
Lake Nicholas, UT 22433",Standard Room,eolson@example.net,"Phòng trọ bancol máy giặt riêng - full nội thất gần sân golf Tân Sơn Nhất.Tiện đi Q12 - Tân Bình - Q. Tân Phú - Gò Vấp.Địa chỉ: Phạm Văn Bạch, P. 15, Q. Tân Bình.Nội thất: Máy lạnh, giường nệm, giường nệm, tủ quần áo, kệ bếp, máy giặt riêng.Bancol: 5tr.Cửa sổ: 4,3tr.Gần Etown, chợ Phạm Văn Bạch, cầu Tham Lương, Sân Golf Tân Sơn Nhất.Chính sách dịch vụ và quy định của Toà nhà:+ Điện: 3,5k.+ Nước 100k/ng.Bạn đang cần tìm thuê Phòng Giá Rẻ.Hãy để chúng tôi giải quyết nhu cầu của bạn một cách nhanh gọn và chuyên nghiệp nhất.",tiffany07,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HJOHvRsAWlzWEbzHM8Px/0.png,2000,4300000,3000,20000,true,HJOHvRsAWlzWEbzHM8Px,26,John Bailey,uxfpAJ4lITgTbgggHHzx,A222,"https://www.google.com/maps/embed/v1/place?q=10.825524,106.6403064&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HJOHvRsAWlzWEbzHM8Px/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HJOHvRsAWlzWEbzHM8Px/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HpJd2w8HYj0xl3v7JlKQ/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HpJd2w8HYj0xl3v7JlKQ/2.png,831-916-2335x232,"9959 Steven Gardens Suite 058
Vaughnmouth, MT 71615",Loft Room,dianafrazier@example.com,"Căn hộ nằm gần Phạm Văn Đồng, gần Văn Lang CS2, gần Nơ Trang Long, Nguyễn Văn Đậu, Chợ Bà Chiểu, Emart Gò Vấp.Căn hộ studio 25m² - cửa sổ siêu thoáng.Không chung chủ, giờ giấc tự do.Khu vực văn minh, an ninh.Full nội thất như mới.Điện: 4000/1kwh.Nước: 100k/ người.Xe: Free.Dịch vụ: 150k/ tháng (đã bao gồm phí an ninh, wifi, rác, vệ sinh,... ).Liên hệ Zalo 0936 785 ***Duy Khánh) để được tư vấn, hỗ trợ tìm phòng và thương lượng giá tốt nhất.Hệ thống căn hộ dịch vụ MQ House - Chuyên cho thuê căn hộ tại Thành phố Hồ Chí Minh.Luôn có sẵn trên 2000 phòng trống trong các phân khúc từ 5.000.000/ tháng - trên 20.000.000/ tháng.Liên hệ Zalo 0936 785 ***Duy Khánh) để được:- Tư vấn tận tình 24/7.- Hỗ trợ tìm phòng đúng với nhu cầu.- Thương lượng giá cả tốt nhất khi thuê dài hạn.- Nhận được nhiều ưu đãi và khuyến mãi khi thuê phòng.",kennethmartinez,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HpJd2w8HYj0xl3v7JlKQ/0.png,2000,5200000,13000,20000,true,HpJd2w8HYj0xl3v7JlKQ,25,Thomas Nelson,6bfTfj7OQV8jgg1rXTXA,A144,"https://www.google.com/maps/embed/v1/place?q=10.8159197,106.6952001&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Phan Văn Trị, Phường 11, Bình Thạnh, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HpJd2w8HYj0xl3v7JlKQ/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/HpJd2w8HYj0xl3v7JlKQ/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/I6IQ4iHVuTTPucUoHPln/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/I6IQ4iHVuTTPucUoHPln/2.png,419.411.6894x053,"06394 Johnson Mountains
Wilsonhaven, NJ 88651",Standard Room,david10@example.net,"* Tòa nhà mặt tiền: Có nhiều phòng để lựa chọn dùng làm văn phòng, căn hộ gia đình ở chung, phòng cho sinh viên hoặc nhân viên văn phòng thuê.- Vị trí: Mặt tiền đường số 363 Phạm Văn Bạch, P. 15, Quận Tân Bình.- Nhà vừa mới xây xong, nội thất cao cấp 100%.- Giao thông thuận tiện qua lại giữa các quận trong TP: Quận 1, quận 3, quận 10, quận 12, Tân Bình, Tân Phú, Phú Nhuận, Gò Vấp,..- Mặt tiền rộng rãi có gác, có cửa sổ thoáng mát, có ban công.- Có bệ bếp nấu ăn, vệ sinh riêng từng phòng, đồng hồ điện nước riêng.- Internet cáp quang tốc độ cao, truyền hình cáp.- Tòa nhà có chỗ để xe rộng rãi, thang máy thuận tiện, camera giám sát an ninh, bảo vệ 24/24, đặc biệt giờ giấc tự do không chung chủ. Phía trên sân thượng dùng để phơi đồ, ngắm cảnh sân bay Tân Sơn Nhất.- Tiện ích xung quanh: Gần ngay chợ, trường học, công viên xanh, siêu thị Coop Mart, trung tâm CGV Pandora City, ngân hàng, sân bay Tân Sơn Nhất, công viên Phần mềm Quang Trung, sân golf...- Lợi ích khi các bạn sở hữu căn hộ dịch vụ của chúng tôi: Giá phòng luôn cố định không tăng giá.- Với diện tích phòng từ 20 - 30m² nhưng giá chỉ 2tr3, 2tr5/tháng ưu tiên hợp đồng dài hạn không tăng giá.- Nhanh tay liên hệ số 0972 920 *** gặp anh Thịnh (chủ nhà).",myersmason,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/I6IQ4iHVuTTPucUoHPln/0.png,3000,2300000,5000,20000,true,I6IQ4iHVuTTPucUoHPln,25,Andrea Pena,2TzHXDJjMpgt9kJpgMXD,A023,"https://www.google.com/maps/embed/v1/place?q=10.828455,106.641155&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Số 363, Đường Phạm Văn Bạch, Phường 15, Tân Bình, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/I6IQ4iHVuTTPucUoHPln/3.png,
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/IYC5QeWKNbr5XlyWhaJt/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/IYC5QeWKNbr5XlyWhaJt/2.png,545.911.8261x75538,"4333 White Underpass Suite 490
West Charles, AK 93841",Loft Room,victoriaburnett@example.net,"Vị trí trung tâm tiện di chuyển sang các quận khác, gần chợ trung tâm thương mại lớn.Gần Học Viện Cán Bộ, Bùi Đình Túy, Lê Quang Định, Phan Văn Trị, Chu Văn An,...- Xung quanh có nhiều cửa hàng tiện lợi, chợ, siêu thị, khu ẩm thực,...Thuận tiện di chuyển quận 1,3,BT, GV, 10.Tình trạng:- Full nội thất, phòng trống sẵn có thể dọn vào ở ngay.- Giờ giấc tự do, không chung chủ.- Khu vực an ninh, camera giám sát.- Hẻm oto.- Được nuôi pet và cam kết.- Máy giặt riêng từng phòng.Hệ thống mình còn rất nhiều căn hộ toạ lạc trên địa bàn TPHCM."" Nhận tìm phòng / căn hộ theo nhu cầu của khách hàng "".- Căn hộ 1 phòng ngủ.- Căn hộ 2 phòng ngủ.- Căn hộ studio.- Căn hộ duplex - Có Gác.- Căn hộ tách bếp.Và nhiều loại căn hộ khác nữa, Hỗ trợ tìm phòng theo yêu cầu của khách hàng về đặc điểm của căn hộ và vị trí đường mà khách hàng mong muốn với mức giá từ 5 triệu VNĐ.Hỗ trợ tìm phòng (Miễn Phí).",jennifermarquez,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/IYC5QeWKNbr5XlyWhaJt/0.png,3000,5700000,6000,20000,true,IYC5QeWKNbr5XlyWhaJt,25,Julie Velazquez,DBvMJuOB0hBeczetPGPi,A184,"https://www.google.com/maps/embed/v1/place?q=10.7729797,106.7051191&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Ngô Đức Kế, Phường 12, Bình Thạnh, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/IYC5QeWKNbr5XlyWhaJt/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/IYC5QeWKNbr5XlyWhaJt/4.png
,,+1-327-929-7621x69947,"284 Bryan Centers Apt. 367
Wilkinsonhaven, ID 03576",Standard Room,ykennedy@example.net,"Còn 1 phòng như hình cho thuê tại địa chỉ 115/52A Trần Đình Xu Q1 (Ngay Bộ Công An TP). Không chung chủ, giờ giấc tự do, nhu nội bộ riêng biệt an toàn. Xe để trong nhà Free.Giá 1tr9 (phòng ở tầng 3. Cho nấu ăn trước phòng, nước nóng, quạt, máy giặt chung, cửa sổ... Vv). Phòng lầu 3 sử dụng tolet chung ở lầu 2. Hỗ trợ nội thất theo yêu cầu tính phí.Điện 4k, nước 100/ng, xe + wifi + rác free, không phát sinh chi phí. Ai có nhu cầu vui lòng IB hoặc liên hệ 0838 999 ***",christopher00,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JFG5PCdrQLeNRCRr0zZu/0.png,2000,1900000,11000,20000,true,JFG5PCdrQLeNRCRr0zZu,12,Robert Burnett,5gfDisxlQTCvLcGhJFsX,A123,"https://www.google.com/maps/embed/v1/place?q=10.7613928,106.6901455&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","115/52A, Đường Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",,
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JaCMElOyhlt8jDstvajY/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JaCMElOyhlt8jDstvajY/2.png,001-629-474-3380x48058,"771 Robinson Rapid Suite 839
Conradberg, ME 11263",Standard Room,craigbishop@example.com,"Cho thuê phòng trọ 546/12 Nguyễn Văn Quá, P. Đông Hưng Thuận, Q12. Phòng rộng, có ban công, gác lửng, gần siêu thị, trường học, ngân hàng, chợ.Liên hệ: 0899 782 *** - Mr. Thịnh.Zalo 0899 782 ***.",keithrogers,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JaCMElOyhlt8jDstvajY/0.png,3000,1800000,14000,20000,true,JaCMElOyhlt8jDstvajY,14,Brian Peters,wsYGdF7Kh3vS4paGvhcy,A077,"https://www.google.com/maps/embed/v1/place?q=10.8420845,106.6305882&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","546/12 Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JaCMElOyhlt8jDstvajY/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/JaCMElOyhlt8jDstvajY/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KRSxQrWPsnzn9E9AZd8K/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KRSxQrWPsnzn9E9AZd8K/2.png,485.580.2026,"43935 Brown Gateway Apt. 337
South James, FM 86202",Standard Room,agreen@example.net,"Cho thuê phòng trọ giá bình dân. Phòng mới xây, rất đẹp.Gồm: Có toilet riêng sạch sẽ, có máy nước nóng năng lượng mặt trời, có ban công.Rất thuận tiện đi lại, nhà gần, Lotte Mart, các trường đại học lớn...DT đa dạng: 15m², 18m², 20m², 25m².Giá thuê từ 1.8tr/phòng đến 2.3tr, 2.6tr, 3tr/tháng. LH chính chủ 0972 920 ***",rachelclark,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KRSxQrWPsnzn9E9AZd8K/0.png,2000,1800000,9000,20000,true,KRSxQrWPsnzn9E9AZd8K,15,Willie Whitehead,JI0q3ndas3HsLQhhDnGY,A021,"https://www.google.com/maps/embed/v1/place?q=10.8386581,106.6693922&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","350/1, Đường Nguyễn Văn Lượng, Phường 16, Gò Vấp, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KRSxQrWPsnzn9E9AZd8K/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KRSxQrWPsnzn9E9AZd8K/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KVctgJrJINLUizdlOU0Z/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KVctgJrJINLUizdlOU0Z/2.png,(549)507-2079,"072 Leslie Rue Apt. 966
Tinaberg, AS 28277",Loft Room,medinatara@example.net,"Bùi Đình Túy, Bình Thạnh.Tình trạng: 30/5 hoàn thiện.Nội thất: Full.- Điện 3.8k/số.- Nước 100/nguoi.- Dịch vụ 200/phòng (giặt chung, rác, wifi, vệ sinh chung).- Xe free 2c (chiếc thứ 3 thương lượng).",dianemendoza,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KVctgJrJINLUizdlOU0Z/0.png,2000,8000000,9000,20000,true,KVctgJrJINLUizdlOU0Z,70,Joshua Chandler,2nZd8S0uj9fXL3CgCeJY,A126,"https://www.google.com/maps/embed/v1/place?q=10.8078554,106.7039463&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Bùi Đình Túy, Phường 24, Bình Thạnh, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KVctgJrJINLUizdlOU0Z/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KVctgJrJINLUizdlOU0Z/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KkE7H2hNrFq8hODowTnY/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KkE7H2hNrFq8hODowTnY/2.png,816-688-9606,"9872 Dillon Fork
Austinberg, WA 60352",Standard Room,katie32@example.com,"- Ban công dài, rộng nhất thị trường.- Phòng ngủ riêng, phòng bếp riêng.- Nhà siêu thoáng, có cửa sổ.- Thuê cả tầng, Wc riêng, có thang máy, bãi giữ xe.",ijenkins,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KkE7H2hNrFq8hODowTnY/0.png,2000,4000000,13000,20000,true,KkE7H2hNrFq8hODowTnY,25,Jason Phillips,gElDQ0xICExcAxE9xfYN,A159,"https://www.google.com/maps/embed/v1/place?q=10.8163542,106.7203731&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Thanh Đa, Phường 27, Bình Thạnh, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KkE7H2hNrFq8hODowTnY/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/KkE7H2hNrFq8hODowTnY/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/L3w3AFkJn0qxyROAD77a/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/L3w3AFkJn0qxyROAD77a/2.png,+1-945-341-4272,"282 Garcia Creek
Dennisport, IN 13016",Loft Room,xgreene@example.com,"Vị trí trung tâm tiện di chuyển sang các quận khác, gần chợ trung tâm thương mại lớn.Gần Lê Văn Sỹ, Trường Sa, Huỳnh Văn Bánh, Nguyễn Văn Trỗi,...- Xung quanh có nhiều cửa hàng tiện lợi, chợ, siêu thị, khu ẩm thực,...Thuận tiện di chuyển quận 1, TB, BT, GV, 10.Tình trạng:- Full nội thất, phòng trống sẵn có thể dọn vào ở ngay.- Giờ giấc tự do, không chung chủ.- Khu vực an ninh, camera giám sát.- Hẻm ô tô.- Được nuôi pet và cam kết.- Máy giặt riêng từng phòng.Hệ thống mình còn rất nhiều căn hộ toạ lạc trên địa bàn TPHCM."" Nhận tìm phòng theo nhu cầu của khách hàng "".- Phòng 1 phòng ngủ.- Phòng 2 phòng ngủ.- Phòng studio.- Phòng duplex - Có Gác.- Phòng tách bếp.Và nhiều loại căn hộ khác nữa, hỗ trợ tìm phòng theo yêu cầu của khách hàng về đặc điểm của phòng và vị trí đường mà khách hàng mong muốn với mức giá từ 5 triệu VNĐ.Hỗ trợ tìm phòng (miễn phí).",zthomas,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/L3w3AFkJn0qxyROAD77a/0.png,3000,5800000,9000,20000,true,L3w3AFkJn0qxyROAD77a,25,Cameron Schmidt,9Pxt5cObRV3jysDKcoLM,A146,"https://www.google.com/maps/embed/v1/place?q=10.7869494,106.6783027&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Trần Quang Diệu, Phường 13, Quận 3, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/L3w3AFkJn0qxyROAD77a/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/L3w3AFkJn0qxyROAD77a/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LIB3o9pkiZiNMiZ3NiMB/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LIB3o9pkiZiNMiZ3NiMB/2.png,+1-320-797-2317x78810,"9874 Thomas Brooks
West Tammystad, CO 94819",Standard Room,robertthompson@example.com,"Cho thuê phòng rộng hẻm 1041 Trần Xuân Soạn, gần cầu Nguyễn Văn Cừ.D/C: 1041/23, đường Trần Xuân Soạn, P. Tân Hưng, quận 7.Vị trí:- Gần siêu thị Lottemart.- Gần trường đại học Tôn Đức Thắng, đại học RMIT, ĐH KHTN, Sư phạm.- Gần trạm xe bus.- Tiện di chuyển vào các Quận trung tâm.- Khu vực khô ráo, không bị ngập nước.Tiện ích:- Giờ giấc tự do, chìa khóa khóa vân tay 2 lớp cửa ra vào riêng an ninh.- Camera trong nhà và sân.- Phòng có nội thất cơ bản: Máy lạnh, tủ lạnh, tủ quần áo, toilet riêng, nước nóng lạnh.Giá: Chỉ từ 3.900.000/ phòng. LH: A Bình chủ nhà zalo/sđt.Liên hệ ngay: 0939 104 ***",veronicagraham,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LIB3o9pkiZiNMiZ3NiMB/0.png,2000,3900000,5000,20000,true,LIB3o9pkiZiNMiZ3NiMB,20,Paul Willis,dvdjUVusRzP0a4TBXBnb,A182,"https://www.google.com/maps/embed/v1/place?q=10.7496776395753,106.692156448175&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","1041/23, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LIB3o9pkiZiNMiZ3NiMB/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LIB3o9pkiZiNMiZ3NiMB/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LM4qnEwdhXUKncNI35L6/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LM4qnEwdhXUKncNI35L6/2.png,814-349-6191,"057 Thomas Prairie Suite 622
Port Joshua, MP 18762",Standard Room,jameslynch@example.net,"- Nhà mới, phòng 22m² đẹp.- Có mặt thoáng ánh sáng và không khí tự nhiên.- Khu vực yên tĩnh, hẻm rộng, cách đường lớn không xa, gần chợ.- Có máy lạnh, kệ bếp, nước nóng lạnh.- Khu vệ sinh riêng, lô gia phơi quần áo riêng.- Có chỗ để xe máy miễn phí.- Cửa vân tay ra vào an ninh, không hạn chế thời gian đi về.- Không phí dịch vụ, điện 3.000 đồng / kWh.",nmckee,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LM4qnEwdhXUKncNI35L6/0.png,2000,4000000,12000,20000,true,LM4qnEwdhXUKncNI35L6,22,Dana Smith,VSoI0F1jQ0yJI9RspVV9,A195,"https://www.google.com/maps/embed/v1/place?q=10.7855285,106.6471037&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","12/1/4 Đường Đặng Minh Trứ, Phường 10, Tân Bình, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LM4qnEwdhXUKncNI35L6/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LM4qnEwdhXUKncNI35L6/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LukiqvE5zaxZeobZVY6O/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LukiqvE5zaxZeobZVY6O/2.png,(637)587-7650x587,"074 Jean Creek Suite 327
Lake Natasha, MN 63638",Loft Room,larakevin@example.net,"STUDIO CỬA SỔ THOÁNG NGAY NGUYỄN ĐÌNH CHIỂU_PHÚ NHUẬNĐịa Chỉ : Nguyễn Đình Chiểu, Phú Nhuận 5tr Tiện ích:  Toà nhà thang máy 5 lầu, hầm xe, giặt ở lầu 5.  Tất cả cửa vân tay, thẻ từ, Camera hành lang, bãi xe rộng, vệ sinh hành lang, có máy giặt, phơi ở lầu 5, không gian mảng cây xanh, hẻm ô tô tận nhà. Khu vực trí thức, an ninh, yên tĩnh.- Chính sách dịch vụ và quy định của tòa nhà+ Điện : 4000/kwh+ Wifi, Quản lý : 150k/ phòng + Nước: 100k/ người+ Nuôi thú cưng thoải máiCall/zalo: 0394 973 ***Duy)",anthony84,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/LukiqvE5zaxZeobZVY6O/0.png,3000,5000000,9000,20000,true,LukiqvE5zaxZeobZVY6O,20,Beverly Patel,OP4jMhIEc8gXpN9zprh6,A149,"https://www.google.com/maps/embed/v1/place?q=10.8038786,106.6811704&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Nguyễn Đình Chiểu, Phường 3, Phú Nhuận, Hồ Chí Minh",,
,,(886)460-3036x653,"6160 Jack Passage
West Michaelview, FL 41505",Standard Room,suttonmadison@example.net,"Cho thuê căn hộ đầy đủ tiện nghi đường hoàng Hoa Thám - C12, Phường 13, Quận Tân Bình.Ảnh thật 100%,Phòng studio cửa sổ, ban công thoáng mát, thiết kế tiện dụng.Full nội thất như hình: Máy lạnh, tủ lạnh, giường nệm gra gối, tủ quần áo, kệ tủ, Tivi, máy nóng lạnh mặt trời, máy giặt, máy sấy...Giờ giấc tự do, ra vào vân tay hiện đại, bảo vệ an ninh 24/24.Khu vực an ninh, dân trí cao, đầy đủ mọi tiện ích.Có 2 loại phòng giá từ 4,5 triệu/tháng.",brandilewis,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/M6NxlWupOJfZ0jPp7Lk6/0.png,2000,4500000,8000,20000,true,M6NxlWupOJfZ0jPp7Lk6,30,Brittany Li,IEmseElpjiLftr4fZlyC,A221,"https://www.google.com/maps/embed/v1/place?q=10.8081641,106.6883684&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Hoàng Hoa Thám, Phường 12, Tân Bình, Hồ Chí Minh",,
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/MqNmUpgJfx7sPUtFiash/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/MqNmUpgJfx7sPUtFiash/2.png,754-474-8886x1421,"08335 Ballard Forks Apt. 166
Port Selenaton, NJ 95679",Loft Room,watsondustin@example.net,"Tìm đâu ra căn hộ studio ban công vừa rộng vừa xịn như này.Vị trí: Đường số 79, Tân Quy, Q7.Rộng 40m², thoáng mát.Ban công, Cửa sổ lớn, view thành phố.Full nội thất, tiện nghi.Giờ giấc tự do, ra vào vân tay.Bãi xe, Camera an ninh, cửa vân tay.Phòng cách âm tốt.Gọi ngay đến SĐT & Zalo: 0976 738 *** - Wendy UniteGroup.",xvillegas,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/MqNmUpgJfx7sPUtFiash/0.png,3000,5000000,13000,20000,true,MqNmUpgJfx7sPUtFiash,40,Mr. Robert Thompson,efSnO0VSIXJL6tlHjpX3,A186,"https://www.google.com/maps/embed/v1/place?q=10.7402753,106.7086304&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/MqNmUpgJfx7sPUtFiash/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/MqNmUpgJfx7sPUtFiash/4.png
https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/N6vVpQ9M5APipqlVL7aL/1.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/N6vVpQ9M5APipqlVL7aL/2.png,736.362.4532,"80416 Morgan Forge
New Elizabeth, MN 61785",Loft Room,michael03@example.net,"Vị trí trung tâm tiện di chuyển sang các quận khác, gần chợ trung tâm thương mại lớn.Gần Công Viên Phú Nhuận, Phố Ẩm Thực Vạn Kiếp, Hoàng Sa, Phan Đăng Lưu, Nguyễn Văn Đậu, Phan Xích Long,...- Xung quanh có nhiều cửa hàng tiện lợi, chợ, siêu thị, khu ẩm thực,...Thuận tiện di chuyển quận 1,3,TB, GV, 10.Tình trạng:- Full nội thất, phòng trống sẵn có thể dọn vào ở ngay.- Giờ giấc tự do, không chung chủ.- Khu vực an ninh, camera giám sát.- Hẻm oto.- Được nuôi pet và cam kết.- Máy giặt riêng từng phòng.Hệ thống mình còn rất nhiều căn hộ toạ lạc trên địa bàn TPHCM."" Nhận tìm phòng / căn hộ theo nhu cầu của khách hàng "".- Căn hộ 1 phòng ngủ.- Căn hộ 2 phòng ngủ.- Căn hộ studio.- Căn hộ duplex - Có Gác.- Căn hộ tách bếp.Và nhiều loại căn hộ khác nữa, Hỗ trợ tìm phòng theo yêu cầu của khách hàng về đặc điểm của căn hộ và vị trí đường mà khách hàng mong muốn với mức giá từ 5 triệu VNĐ.Hỗ trợ tìm phòng (Miễn Phí).",rushvictoria,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/N6vVpQ9M5APipqlVL7aL/0.png,3000,5600000,11000,20000,true,N6vVpQ9M5APipqlVL7aL,30,April Pierce,1ulkMK9SHSFRTjmdjiSn,A068,"https://www.google.com/maps/embed/v1/place?q=10.7974657,106.6890993&key=AIzaSyAMd45cCGHSmsM2a5APxYRdOwV8kX-4m40","Đường Hoa Lan, Phường 2, Phú Nhuận, Hồ Chí Minh",https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/N6vVpQ9M5APipqlVL7aL/3.png,https://storage.googleapis.com/rental-room-c34cb.appspot.com/Rooms/N6vVpQ9M5APipqlVL7aL/4.png
